Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary
2,HS,241,2:56.513.354,1.133 us,67 B,,03,02,      DATA0 packet,C3 02 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7E B1,
2,HS,242,2:56.513.355,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,243,2:56.513.227,251.916 us,64 B,K,03,04,Input Report,02 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,244,2:56.513.227,251.916 us,64 B,,03,04,   IN txn   [2 POLL],02 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,245,2:56.513.227,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,246,2:56.513.477,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,247,2:56.513.478,1.133 us,67 B,,03,04,      DATA0 packet,C3 02 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7E B1,
2,HS,248,2:56.513.479,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,249,2:56.513.729,1.866 us,64 B,K,03,02,Output Report,01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,250,2:56.513.729,1.866 us,64 B,,03,02,   OUT txn,01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,251,2:56.513.729,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,252,2:56.513.729,1.133 us,67 B,,03,02,      DATA1 packet,4B 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F A1,
2,HS,253,2:56.513.730,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,254,2:56.513.603,251.900 us,64 B,K,03,04,Input Report,01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,255,2:56.513.603,251.900 us,64 B,,03,04,   IN txn   [2 POLL],01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,256,2:56.513.603,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,257,2:56.513.853,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,258,2:56.513.853,1.150 us,67 B,,03,04,      DATA1 packet,4B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7E 20,
2,HS,259,2:56.513.854,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,260,2:56.514.604,1.883 us,64 B,K,03,02,Output Report,13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,261,2:56.514.604,1.883 us,64 B,,03,02,   OUT txn,13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,262,2:56.514.604,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,263,2:56.514.604,1.150 us,67 B,,03,02,      DATA0 packet,C3 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 8D,
2,HS,264,2:56.514.605,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,265,2:56.513.978,755.383 us,64 B,K,03,04,Input Report,13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,266,2:56.513.978,755.383 us,64 B,,03,04,   IN txn   [6 POLL],13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,267,2:56.513.978,625.466 us,,,03,04,      [6 IN-NAK],,
2,HS,268,2:56.514.731,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,269,2:56.514.731,1.150 us,67 B,,03,04,      DATA0 packet,C3 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 8D,
2,HS,270,2:56.514.733,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,271,2:56.514.979,1.883 us,64 B,K,03,02,Output Report,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,272,2:56.514.979,1.883 us,64 B,,03,02,   OUT txn,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,273,2:56.514.979,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,274,2:56.514.979,1.166 us,67 B,,03,02,      DATA1 packet,4B 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,275,2:56.514.981,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,276,2:56.514.853,251.933 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,277,2:56.514.853,251.933 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,278,2:56.514.853,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,279,2:56.515.103,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,280,2:56.515.103,1.133 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,281,2:56.515.105,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,282,2:56.515.354,1.883 us,64 B,K,03,02,Output Report,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,283,2:56.515.354,1.883 us,64 B,,03,02,   OUT txn,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,284,2:56.515.354,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,285,2:56.515.354,1.150 us,67 B,,03,02,      DATA0 packet,C3 12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2A 3B,
2,HS,286,2:56.515.356,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,287,2:56.515.228,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,288,2:56.515.228,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,289,2:56.515.228,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,290,2:56.515.478,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,291,2:56.515.478,1.150 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,292,2:56.515.480,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,293,2:56.515.729,1.883 us,64 B,K,03,02,Output Report,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,294,2:56.515.729,1.883 us,64 B,,03,02,   OUT txn,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,295,2:56.515.729,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,296,2:56.515.729,1.166 us,67 B,,03,02,      DATA1 packet,4B 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,297,2:56.515.731,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,298,2:56.515.603,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,299,2:56.515.603,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,300,2:56.515.603,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,301,2:56.515.853,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,302,2:56.515.853,1.133 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,303,2:56.515.855,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,304,2:56.516.104,1.883 us,64 B,K,03,02,Output Report,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,305,2:56.516.104,1.883 us,64 B,,03,02,   OUT txn,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,306,2:56.516.104,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,307,2:56.516.104,1.133 us,67 B,,03,02,      DATA0 packet,C3 12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 BF,
2,HS,308,2:56.516.106,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,309,2:56.515.978,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,310,2:56.515.978,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,311,2:56.515.978,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,312,2:56.516.228,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,313,2:56.516.228,1.150 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,314,2:56.516.230,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,315,2:56.516.479,1.866 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,316,2:56.516.479,1.866 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,317,2:56.516.479,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,318,2:56.516.479,1.133 us,67 B,,03,02,      DATA1 packet,4B 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,319,2:56.516.481,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,320,2:56.516.353,251.900 us,64 B,K,03,04,Input Report,05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,321,2:56.516.353,251.900 us,64 B,,03,04,   IN txn   [2 POLL],05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,322,2:56.516.353,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,323,2:56.516.603,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,324,2:56.516.603,1.133 us,67 B,,03,04,      DATA1 packet,4B 05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 45 8D,
2,HS,325,2:56.516.605,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,326,2:56.516.979,1.866 us,64 B,K,03,02,Output Report,04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,327,2:56.516.979,1.866 us,64 B,,03,02,   OUT txn,04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,328,2:56.516.979,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,329,2:56.516.979,1.133 us,67 B,,03,02,      DATA0 packet,C3 04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C 47,
2,HS,330,2:56.516.981,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,331,2:56.516.731,373.700 us,64 B,K,03,04,Input Report,04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,332,2:56.516.731,373.700 us,64 B,,03,04,   IN txn   [3 POLL],04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,333,2:56.516.731,247.183 us,,,03,04,      [3 IN-NAK],,
2,HS,334,2:56.517.103,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,335,2:56.517.103,1.150 us,67 B,,03,04,      DATA0 packet,C3 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BE D3,
2,HS,336,2:56.517.105,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,337,2:56.517.354,1.866 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,338,2:56.517.354,1.866 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,339,2:56.517.354,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,340,2:56.517.354,1.133 us,67 B,,03,02,      DATA1 packet,4B 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,341,2:56.517.356,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,342,2:56.517.228,251.900 us,64 B,K,03,04,Input Report,05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,343,2:56.517.228,251.900 us,64 B,,03,04,   IN txn   [2 POLL],05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,344,2:56.517.228,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,345,2:56.517.478,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,346,2:56.517.478,1.133 us,67 B,,03,04,      DATA1 packet,4B 05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 45 8D,
2,HS,347,2:56.517.480,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,348,2:56.517.729,1.883 us,64 B,K,03,02,Output Report,05 00 01 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,349,2:56.517.729,1.883 us,64 B,,03,02,   OUT txn,05 00 01 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,350,2:56.517.729,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,351,2:56.517.729,1.150 us,67 B,,03,02,      DATA0 packet,C3 05 00 01 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 8A,
2,HS,352,2:56.517.731,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,353,2:56.517.603,251.900 us,64 B,K,03,04,Input Report,05 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,354,2:56.517.603,251.900 us,64 B,,03,04,   IN txn   [2 POLL],05 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,355,2:56.517.603,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,356,2:56.517.853,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,357,2:56.517.853,1.150 us,67 B,,03,04,      DATA0 packet,C3 05 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3E 62,
2,HS,358,2:56.517.855,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,359,2:56.518.104,1.883 us,64 B,K,03,02,Output Report,05 00 01 08 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,360,2:56.518.104,1.883 us,64 B,,03,02,   OUT txn,05 00 01 08 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,361,2:56.518.104,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,362,2:56.518.104,1.150 us,67 B,,03,02,      DATA1 packet,4B 05 00 01 08 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A0 26,
2,HS,363,2:56.518.106,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,364,2:56.517.978,251.933 us,64 B,K,03,04,Input Report,05 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
